===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-09-30 00:11:12
count workspace : /home/jeremias/SGIColegio
total files : 426
total code lines : 195112
total comment lines : 12327
total blank lines : 14254

.editorconfig, code is 11, comment is 1, blank is 2.
client/src/assets/vendor/jquery-validation/localization/messages_pt_BR.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_pt_PT.js, code is 33, comment is 5, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_pt_PT.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_ro.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_ro.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_ru.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_ru.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sd.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sd.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_si.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_si.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sk.js, code is 28, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sk.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sl.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sl.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sr.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sr.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sr_lat.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sr_lat.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_sv.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_sv.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_th.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_th.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_tj.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_tj.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_tr.js, code is 31, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_tr.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_uk.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_uk.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_ur.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_ur.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_vi.js, code is 30, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_vi.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_zh.js, code is 31, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_zh.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/messages_zh_TW.js, code is 30, comment is 5, blank is 1.
client/src/assets/vendor/jquery-validation/localization/messages_zh_TW.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_de.js, code is 19, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_de.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_es_CL.js, code is 19, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_es_CL.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_fi.js, code is 19, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_fi.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_it.js, code is 19, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_it.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_nl.js, code is 19, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_nl.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery-validation/localization/methods_pt.js, code is 16, comment is 4, blank is 1.
client/src/assets/vendor/jquery-validation/localization/methods_pt.min.js, code is 1, comment is 3, blank is 0.
client/src/assets/vendor/jquery.cookie/component.json, code is 13, comment is 0, blank is 1.
client/src/assets/vendor/jquery.cookie/cookie.jquery.json, code is 32, comment is 0, blank is 0.
client/src/assets/vendor/jquery.cookie/jquery.cookie.js, code is 40, comment is 13, blank is 11.
client/src/assets/vendor/jquery.cookie/MIT-LICENSE.txt, code is 17, comment is 0, blank is 3.
client/src/assets/vendor/jquery/core.js, code is 255, comment is 60, blank is 85.
client/src/assets/vendor/jquery/jquery.js, code is 6712, comment is 1724, blank is 1831.
client/src/assets/vendor/jquery/jquery.min.js, code is 1, comment is 2, blank is 0.
client/src/assets/vendor/jquery/jquery.slim.js, code is 5328, comment is 1394, blank is 1474.
client/src/assets/vendor/jquery/jquery.slim.min.js, code is 1, comment is 1, blank is 0.
client/src/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js, code is 3, comment is 2, blank is 0.
client/src/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css, code is 1268, comment is 119, blank is 334.
client/src/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.js, code is 2028, comment is 597, blank is 253.
client/src/assets/vendor/malihu-custom-scrollbar-plugin/mCSB_buttons.png, it is a binary file.
client/src/assets/vendor/popper.js/esm/popper-utils.js, code is 643, comment is 354, blank is 136.
client/src/assets/vendor/popper.js/esm/popper-utils.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/esm/popper.js, code is 1236, comment is 1030, blank is 315.
client/src/assets/vendor/popper.js/esm/popper.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/popper-utils.js, code is 606, comment is 354, blank is 122.
client/src/assets/vendor/popper.js/popper-utils.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/popper.js, code is 1120, comment is 1031, blank is 284.
client/src/assets/vendor/popper.js/popper.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/umd/popper-utils.js, code is 649, comment is 354, blank is 139.
client/src/assets/vendor/popper.js/umd/popper-utils.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/umd/popper.js, code is 1243, comment is 1030, blank is 317.
client/src/assets/vendor/popper.js/umd/popper.min.js, code is 1, comment is 5, blank is 0.
client/src/assets/vendor/popper.js/umd/poppper.js.flow, code is 133, comment is 0, blank is 19.
client/src/environments/environment.prod.ts, code is 3, comment is 0, blank is 0.
client/src/environments/environment.ts, code is 3, comment is 11, blank is 2.
client/src/index.html, code is 37, comment is 9, blank is 5.
client/src/main.ts, code is 10, comment is 0, blank is 3.
client/src/polyfills.ts, code is 1, comment is 56, blank is 7.
client/src/styles.css, code is 2442, comment is 152, blank is 540.
client/src/test.ts, code is 13, comment is 4, blank is 3.
client/tsconfig.app.json, code is 12, comment is 0, blank is 2.
client/tsconfig.json, code is 20, comment is 0, blank is 2.
client/tsconfig.spec.json, code is 15, comment is 0, blank is 3.
client/tslint.json, code is 83, comment is 0, blank is 9.
common/models/aula.js, code is 3, comment is 0, blank is 2.
common/models/aula.json, code is 31, comment is 0, blank is 0.
common/models/curso.js, code is 3, comment is 0, blank is 2.
common/models/curso.json, code is 37, comment is 0, blank is 0.
common/models/detalle-plan-materia.js, code is 3, comment is 0, blank is 2.
common/models/detalle-plan-materia.json, code is 21, comment is 0, blank is 0.
common/models/docente-curso.js, code is 3, comment is 0, blank is 2.
common/models/docente-curso.json, code is 27, comment is 0, blank is 0.
common/models/empleado-historico.js, code is 3, comment is 0, blank is 2.
common/models/empleado-historico.json, code is 66, comment is 0, blank is 0.
common/models/empleado.js, code is 3, comment is 0, blank is 2.
common/models/empleado.json, code is 65, comment is 0, blank is 0.
common/models/formacion-empleado.js, code is 3, comment is 0, blank is 2.
common/models/formacion-empleado.json, code is 39, comment is 0, blank is 0.
common/models/lista-planes-y-materias.js, code is 3, comment is 0, blank is 2.
common/models/lista-planes-y-materias.json, code is 35, comment is 0, blank is 0.
common/models/materia-docente.js, code is 3, comment is 0, blank is 2.
common/models/materia-docente.json, code is 30, comment is 0, blank is 0.
common/models/materia.js, code is 3, comment is 0, blank is 2.
common/models/materia.json, code is 27, comment is 0, blank is 0.
common/models/materias-x-docente.js, code is 3, comment is 0, blank is 2.
common/models/materias-x-docente.json, code is 30, comment is 0, blank is 0.
common/models/nivel.js, code is 3, comment is 0, blank is 2.
common/models/nivel.json, code is 23, comment is 0, blank is 0.
common/models/plan-estudio.js, code is 3, comment is 0, blank is 2.
common/models/plan-estudio.json, code is 24, comment is 0, blank is 0.
common/models/plan-materia.js, code is 3, comment is 0, blank is 2.
common/models/plan-materia.json, code is 27, comment is 0, blank is 0.
common/models/usuario.js, code is 3, comment is 0, blank is 2.
common/models/usuario.json, code is 35, comment is 0, blank is 0.
package-lock.json, code is 3046, comment is 0, blank is 0.
package.json, code is 34, comment is 0, blank is 0.
README.md, code is 9, comment is 2, blank is 4.
server/boot/authentication.js, code is 4, comment is 5, blank is 2.
server/boot/root.js, code is 6, comment is 5, blank is 2.
server/component-config.json, code is 6, comment is 0, blank is 0.
server/config.json, code is 22, comment is 0, blank is 0.
server/create-lb-tables.js, code is 8, comment is 0, blank is 0.
server/datasources.json, code is 16, comment is 0, blank is 0.
server/middleware.development.json, code is 10, comment is 0, blank is 0.
server/middleware.json, code is 49, comment is 0, blank is 1.
server/model-config.json, code is 96, comment is 0, blank is 2.
server/server.js, code is 21, comment is 4, blank is 8.
===============================================================================
